id,instrument,k,wait,horizon,stop,signals,no_entry,conflicts,unknown_outcomes,excluded_days,days,trades,total,mean_day,mean_trade,win_rate,max_drawdown,median_minutes
YM_k2_w60_h30_time,YM,2,60,30,time,4762,209,0,14,220,4895,4402,-71665.0,-14.640449438202246,-16.280099954566108,0.4684234438891413,75915.0,30.0
YM_k2_w60_h60_far,YM,2,60,60,far,4762,3074,0,3,220,4895,1626,-22405.0,-4.577119509703779,-13.779212792127922,0.12115621156211562,22405.0,2.0
YM_k2_w60_h60_time,YM,2,60,60,time,4762,209,0,25,220,4895,4402,-47490.0,-9.70173646578141,-10.78827805542935,0.4745570195365743,54650.0,60.0
YM_k2_w60_h120_far,YM,2,60,120,far,4762,3074,0,3,220,4895,1626,-18895.0,-3.860061287027579,-11.620541205412055,0.1008610086100861,22175.0,2.0
YM_k2_w60_h120_time,YM,2,60,120,time,4762,207,0,39,220,4895,4402,-9150.0,-1.8692543411644535,-2.0786006360745115,0.4884143571104044,58890.0,120.0
YM_k3_w10_h15_far,YM,3,10,15,far,3790,2787,0,0,220,4895,976,-24770.0,-5.06026557711951,-25.37909836065574,0.1567622950819672,24995.0,3.0
YM_k3_w10_h15_time,YM,3,10,15,time,3790,86,0,7,220,4895,3593,-52245.0,-10.673135852911134,-14.540773726690787,0.4322293348177011,55965.0,15.0
YM_k3_w10_h30_far,YM,3,10,30,far,3790,2787,0,1,220,4895,976,-24280.0,-4.960163432073545,-24.87704918032787,0.1290983606557377,24895.0,3.0
YM_k3_w10_h30_time,YM,3,10,30,time,3790,86,0,10,220,4895,3593,-72710.0,-14.853932584269662,-20.236571110492626,0.438630670748678,80060.0,30.0
YM_k3_w10_h60_far,YM,3,10,60,far,3790,2787,0,1,220,4895,976,-21850.0,-4.4637385086823285,-22.387295081967213,0.1290983606557377,22115.0,3.0
YM_k3_w10_h60_time,YM,3,10,60,time,3790,86,0,19,220,4895,3593,-61330.0,-12.529111338100103,-17.06930141942666,0.4597829112162538,85675.0,60.0
YM_k3_w10_h120_far,YM,3,10,120,far,3790,2786,0,2,220,4895,976,-23325.0,-4.765066394279877,-23.89856557377049,0.10553278688524591,23780.0,3.0
YM_k3_w10_h120_time,YM,3,10,120,time,3790,85,0,28,220,4895,3593,-42230.0,-8.627170582226762,-11.753409407180628,0.46924575563595883,63370.0,120.0
YM_k3_w30_h15_far,YM,3,30,15,far,4325,3108,0,0,220,4895,1185,-26820.0,-5.47906026557712,-22.632911392405063,0.15864978902953586,27045.0,2.0
YM_k3_w30_h15_time,YM,3,30,15,time,4325,117,0,7,220,4895,4080,-46230.0,-9.444330949948927,-11.330882352941176,0.44191176470588234,50535.0,15.0
YM_k3_w30_h30_far,YM,3,30,30,far,4325,3108,0,1,220,4895,1185,-22720.0,-4.6414708886619,-19.172995780590718,0.140084388185654,23245.0,2.0
YM_k3_w30_h30_time,YM,3,30,30,time,4325,117,0,12,220,4895,4080,-55810.0,-11.401430030643514,-13.678921568627452,0.4566176470588235,61765.0,30.0
YM_k3_w30_h60_far,YM,3,30,60,far,4325,3108,0,1,220,4895,1185,-20260.0,-4.138917262512768,-17.09704641350211,0.1248945147679325,20465.0,2.0
YM_k3_w30_h60_time,YM,3,30,60,time,4325,117,0,24,220,4895,4080,-47825.0,-9.77017364657814,-11.721813725490197,0.46715686274509804,58535.0,60.0
YM_k3_w30_h120_far,YM,3,30,120,far,4325,3107,0,2,220,4895,1185,-15485.0,-3.163432073544433,-13.067510548523206,0.11139240506329114,16210.0,2.0
YM_k3_w30_h120_time,YM,3,30,120,time,4325,116,0,34,220,4895,4080,-26435.0,-5.4004085801838615,-6.479166666666667,0.47524509803921566,45955.0,120.0
YM_k3_w60_h15_far,YM,3,60,15,far,4507,3208,0,0,220,4895,1262,-27310.0,-5.579162410623085,-21.64025356576862,0.15927099841521394,27790.0,2.0
YM_k3_w60_h15_time,YM,3,60,15,time,4507,132,0,7,220,4895,4237,-47800.0,-9.765066394279877,-11.281567146565967,0.4415860278498938,52010.0,15.0
YM_k3_w60_h30_far,YM,3,60,30,far,4507,3208,0,1,220,4895,1262,-23565.0,-4.814096016343207,-18.672741679873216,0.1450079239302694,24180.0,2.0
YM_k3_w60_h30_time,YM,3,60,30,time,4507,132,0,12,220,4895,4237,-56760.0,-11.595505617977528,-13.396270946424357,0.4564550389426481,62420.0,30.0
YM_k3_w60_h60_far,YM,3,60,60,far,4507,3208,0,1,220,4895,1262,-19925.0,-4.0704800817160365,-15.788431061806657,0.12836767036450078,20425.0,2.0
YM_k3_w60_h60_time,YM,3,60,60,time,4507,132,0,25,220,4895,4237,-41080.0,-8.39223697650664,-9.695539296672173,0.4706160018881284,49620.0,60.0
YM_k3_w60_h120_far,YM,3,60,120,far,4507,3207,0,2,220,4895,1262,-13515.0,-2.7609805924412667,-10.70919175911252,0.11251980982567353,14385.0,2.0
YM_k3_w60_h120_time,YM,3,60,120,time,4507,131,0,36,220,4895,4237,-3795.0,-0.7752808988764045,-0.8956809063016286,0.4824168043426953,44045.0,120.0
YM_k4_w10_h15_far,YM,4,10,15,far,2528,2032,0,0,220,4895,490,-4715.0,-0.9632277834525026,-9.622448979591837,0.21428571428571427,5505.0,4.0
YM_k4_w10_h15_time,YM,4,10,15,time,2528,31,0,2,220,4895,2436,-42275.0,-8.636363636363637,-17.354269293924467,0.43801313628899835,45505.0,15.0
YM_k4_w10_h30_far,YM,4,10,30,far,2528,2032,0,1,220,4895,490,-5095.0,-1.0408580183861083,-10.39795918367347,0.1673469387755102,5660.0,4.0
YM_k4_w10_h30_time,YM,4,10,30,time,2528,31,0,5,220,4895,2436,-52240.0,-10.67211440245148,-21.444991789819376,0.4433497536945813,56725.0,30.0
YM_k4_w10_h60_far,YM,4,10,60,far,2528,2032,0,1,220,4895,490,-4395.0,-0.8978549540347294,-8.96938775510204,0.15714285714285714,6265.0,4.0
YM_k4_w10_h60_time,YM,4,10,60,time,2528,31,0,9,220,4895,2436,-59230.0,-12.100102145045966,-24.314449917898195,0.45320197044334976,66740.0,60.0
YM_k4_w10_h120_far,YM,4,10,120,far,2528,2032,0,1,220,4895,490,-5540.0,-1.131767109295199,-11.306122448979592,0.12857142857142856,7125.0,4.0
YM_k4_w10_h120_time,YM,4,10,120,time,2528,31,0,14,220,4895,2436,-58785.0,-12.009193054136874,-24.13177339901478,0.46921182266009853,67030.0,120.0
YM_k4_w30_h15_far,YM,4,30,15,far,3454,2684,0,0,220,4895,757,-10855.0,-2.2175689479060265,-14.339498018494055,0.21003963011889035,10870.0,3.0
YM_k4_w30_h15_time,YM,4,30,15,time,3454,65,0,2,220,4895,3305,-35335.0,-7.218590398365679,-10.691376701966718,0.4508320726172466,39390.0,15.0
YM_k4_w30_h30_far,YM,4,30,30,far,3454,2684,0,1,220,4895,757,-10320.0,-2.108273748723187,-13.632760898282696,0.1690885072655218,10490.0,3.0
YM_k4_w30_h30_time,YM,4,30,30,time,3454,65,0,5,220,4895,3305,-46895.0,-9.580183861082737,-14.18910741301059,0.44780635400907715,51195.0,30.0
YM_k4_w30_h60_far,YM,4,30,60,far,3454,2684,0,1,220,4895,757,-8645.0,-1.76608784473953,-11.420079260237781,0.14927344782034346,8785.0,3.0
YM_k4_w30_h60_time,YM,4,30,60,time,3454,65,0,11,220,4895,3305,-49930.0,-10.20020429009193,-15.107413010590015,0.4629349470499244,58040.0,60.0
YM_k4_w30_h120_far,YM,4,30,120,far,3454,2684,0,1,220,4895,757,-1400.0,-0.28600612870275793,-1.8494055482166447,0.13870541611624834,8195.0,3.0
YM_k4_w30_h120_time,YM,4,30,120,time,3454,65,0,18,220,4895,3305,-11140.0,-2.275791624106231,-3.3706505295007565,0.4868381240544629,32630.0,120.0
YM_k4_w60_h15_far,YM,4,60,15,far,3839,2923,0,0,220,4895,898,-9200.0,-1.8794688457609805,-10.244988864142538,0.20378619153674832,9200.0,3.0
YM_k4_w60_h15_time,YM,4,60,15,time,3839,82,0,4,220,4895,3664,-37540.0,-7.669050051072523,-10.245633187772926,0.44568777292576417,41270.0,15.0
YM_k4_w60_h30_far,YM,4,60,30,far,3839,2923,0,2,220,4895,898,-8590.0,-1.7548518896833503,-9.565701559020045,0.16926503340757237,8695.0,3.0
YM_k4_w60_h30_time,YM,4,60,30,time,3839,82,0,8,220,4895,3664,-52810.0,-10.78855975485189,-14.4132096069869,0.4429585152838428,56305.0,30.0
YM_k4_w60_h60_far,YM,4,60,60,far,3839,2923,0,2,220,4895,898,-5345.0,-1.0919305413687437,-5.952115812917595,0.15033407572383073,7845.0,3.0
YM_k4_w60_h60_time,YM,4,60,60,time,3839,82,0,15,220,4895,3664,-45985.0,-9.394279877425944,-12.550491266375547,0.4642467248908297,51845.0,60.0
YM_k4_w60_h120_far,YM,4,60,120,far,3839,2923,0,2,220,4895,898,3190.0,0.651685393258427,3.552338530066815,0.13697104677060135,6225.0,3.0
YM_k4_w60_h120_time,YM,4,60,120,time,3839,82,0,22,220,4895,3664,-19190.0,-3.9203268641470888,-5.237445414847161,0.48717248908296945,62685.0,120.0
