instrument,minute,horizon,stop,trades,net_total,net_mean,net_median,win,candles_mean,mean_2006-2012,n_2006-2012,mean_2013-2019,n_2013-2019,mean_2020-2026,n_2020-2026,recent_total,recent_without_best_5pct,recent_max_dd,recent_years_positive,recent_years
YM,3,120,4.0,4788,-35970.0,-7.512531328320802,-95.0,0.20885547201336674,0.4922456972020626,-3.2255936675461743,1516,-1.0182460270747498,1699,-18.65861411315957,1573,-29350.0,-164495.0,35980.0,2,7
YM,3,120,6.0,4785,-54180.0,-11.322884012539184,-105.0,0.2831765935214211,0.3870706550037116,-7.7227722772277225,1515,-3.2901706886403765,1699,-23.48185868873329,1571,-36890.0,-179345.0,48295.0,3,7
YM,3,120,10.0,4778,-54520.0,-11.410632063624949,-115.0,0.3894935119296777,0.38896905105865326,-11.265697290152016,1513,-2.7251324308416716,1699,-20.973818646232438,1566,-32845.0,-184470.0,50760.0,3,7
YM,4,30,0.0,4799,-80730.0,-16.82225463638258,-10.0,0.47947489060220877,0.28179375702112747,-2.8758169934640523,1530,-9.77928193054738,1699,-38.03503184713376,1570,-59715.0,-150180.0,62955.0,0,7
YM,4,30,2.0,4806,-80045.0,-16.655222638368706,-55.0,0.16687473990844778,0.09093588204616485,-13.065883887801697,1533,-11.279411764705882,1700,-25.9631277813096,1573,-40840.0,-118895.0,42890.0,1,7
YM,4,30,4.0,4804,-92065.0,-19.164238134887594,-75.0,0.2928809325562032,0.08880600575804674,-9.36399217221135,1533,-11.421424367274868,1699,-37.08969465648855,1572,-58305.0,-145225.0,60715.0,1,7
YM,4,30,6.0,4804,-91665.0,-19.08097418817652,-75.0,0.38030807660283095,0.10774573225976204,-9.34116112198304,1533,-13.875809299587994,1699,-34.204834605597966,1572,-53770.0,-143580.0,56580.0,1,7
YM,4,30,10.0,4801,-71945.0,-14.985419704228287,-25.0,0.45969589668818994,0.2844810266143384,-7.3433420365535245,1532,-6.59211300765156,1699,-31.52547770700637,1570,-49495.0,-139960.0,53240.0,0,7
YM,4,60,0.0,4791,-65010.0,-13.569192235441452,-10.0,0.4781882696723022,0.3705756986945101,0.2786885245901639,1525,-10.108951707891638,1698,-30.784438775510203,1568,-48270.0,-167555.0,54265.0,2,7
YM,4,60,2.0,4806,-80075.0,-16.661464835622137,-55.0,0.1377444860590928,0.12303299425979661,-13.63666014350946,1533,-9.15,1700,-27.727272727272727,1573,-43615.0,-135445.0,46620.0,1,7
YM,4,60,4.0,4804,-84705.0,-17.63218151540383,-85.0,0.2504163197335554,0.19610030829303066,-6.4807566862361385,1533,-9.081812831077103,1699,-37.74809160305343,1572,-59340.0,-165785.0,62770.0,1,7
YM,4,60,6.0,4804,-92595.0,-19.274562864279766,-105.0,0.32972522897585343,0.13299380662831833,-8.966079582517938,1533,-14.89111241907004,1699,-34.06488549618321,1572,-53550.0,-169330.0,58840.0,1,7
YM,4,60,10.0,4798,-67595.0,-14.088161734055857,-57.5,0.43184660275114634,0.297799613685246,-6.954248366013072,1530,-10.244405182567727,1698,-25.197452229299362,1570,-39560.0,-158255.0,45775.0,1,7
YM,4,120,0.0,4780,-48315.0,-10.107740585774058,-5.0,0.48786610878661085,0.5249883757906356,2.5032894736842106,1520,5.076605774896877,1697,-38.85796545105566,1563,-60735.0,-216125.0,75525.0,2,7
YM,4,120,2.0,4806,-55875.0,-11.626092384519351,-60.0,0.11277569704535996,0.2976098465219221,-10.58382257012394,1533,-3.364705882352941,1700,-21.570247933884296,1573,-33930.0,-143275.0,39165.0,1,7
YM,4,120,4.0,4804,-54375.0,-11.318692756036636,-95.0,0.20857618651124063,0.39989634053164413,-2.2048271363339857,1533,-2.7398469688051796,1699,-29.478371501272264,1572,-46340.0,-179740.0,50200.0,1,7
YM,4,120,6.0,4804,-60855.0,-12.667568692756037,-105.0,0.28309741881765194,0.3330464836554911,-5.534898891063275,1533,-5.9446733372572105,1699,-26.889312977099237,1572,-42270.0,-189730.0,51445.0,1,7
YM,4,120,10.0,4794,-42770.0,-8.92156862745098,-115.0,0.3982060909470171,0.45887942597664144,-6.401960784313726,1530,-0.5303476723629935,1697,-20.469049138481175,1567,-32075.0,-186035.0,49505.0,2,7
YM,5,30,0.0,4809,-53945.0,-11.217508837596174,-5.0,0.4809731752963194,0.36090050977729865,-5.279765777488614,1537,-6.950646298472385,1702,-21.656050955414013,1570,-34000.0,-126575.0,43600.0,1,7
YM,5,30,2.0,4816,-66340.0,-13.774916943521594,-55.0,0.1800249169435216,0.13373869965688615,-15.571428571428571,1540,-7.33998825601879,1703,-18.98283534647171,1573,-29860.0,-109645.0,32150.0,1,7
YM,5,30,4.0,4814,-58860.0,-12.226838388034897,-75.0,0.31096800997091817,0.16662151024812713,-13.84990253411306,1539,-6.695064629847239,1702,-16.624284806102988,1573,-26150.0,-115885.0,32465.0,2,7
YM,5,30,6.0,4812,-57205.0,-11.887988362427265,-75.0,0.3948462177888612,0.26138350590023524,-9.37296946068876,1539,-8.122796709753231,1702,-18.43093570973902,1571,-28955.0,-121075.0,37735.0,3,7
YM,5,30,10.0,4811,-45010.0,-9.35564331739763,-20.0,0.4637289544793182,0.33630269845622296,-9.07732293697206,1539,-4.262632197414806,1702,-15.14968152866242,1570,-23785.0,-116360.0,35985.0,2,7
YM,5,60,0.0,4800,-27700.0,-5.770833333333333,-5.0,0.48770833333333335,0.42316127223234445,2.4134552580013064,1531,-10.699588477366255,1701,-8.415178571428571,1568,-13195.0,-134090.0,34175.0,2,7
YM,5,60,2.0,4816,-71225.0,-14.789244186046512,-55.0,0.13932724252491693,0.13604071256747322,-15.409090909090908,1540,-8.282442748091603,1703,-21.2269548633185,1573,-33390.0,-128135.0,34835.0,1,7
YM,5,60,4.0,4814,-61140.0,-12.700457000415454,-85.0,0.2588284171167428,0.17357468205757065,-10.640025990903183,1539,-9.030552291421857,1702,-18.68722186904005,1573,-29395.0,-141300.0,36070.0,2,7
YM,5,60,6.0,4809,-54720.0,-11.378665003119151,-105.0,0.34830526096901643,0.251291469640873,-7.581380208333333,1536,-10.819623971797885,1702,-15.697008274984087,1571,-24660.0,-141730.0,37610.0,2,7
YM,5,60,10.0,4805,-31110.0,-6.474505723204995,-50.0,0.44287200832466184,0.3582173077028218,-4.657980456026059,1535,-11.475602586713698,1701,-2.829827915869981,1569,-4440.0,-125335.0,22690.0,3,7
YM,5,120,0.0,4788,-22540.0,-4.707602339181286,0.0,0.4954051796157059,0.5459217343201984,8.80327868852459,1525,1.15,1700,-24.261036468330133,1563,-37920.0,-191720.0,52800.0,4,7
YM,5,120,2.0,4815,-65790.0,-13.663551401869158,-60.0,0.11505711318795431,0.22812203101562434,-13.931818181818182,1540,-6.291837933059307,1703,-21.38676844783715,1572,-33620.0,-143585.0,34340.0,1,7
YM,5,120,4.0,4813,-40590.0,-8.433409515894452,-95.0,0.21857469353833367,0.32347980867687665,-7.787524366471735,1539,-2.344300822561692,1702,-15.658396946564885,1572,-24615.0,-161625.0,37760.0,3,7
YM,5,120,6.0,4807,-30650.0,-6.376118161015186,-105.0,0.30018722696068234,0.43164319284884006,-2.6807817589576546,1535,-2.8525264394829613,1702,-13.80891719745223,1570,-21680.0,-169770.0,34780.0,2,7
YM,5,120,10.0,4798,-15305.0,-3.189870779491455,-115.0,0.4101709045435598,0.48607382795933135,-2.508153946510111,1533,-1.9411764705882353,1700,-5.214057507987221,1565,-8160.0,-161420.0,29900.0,3,7
YM,6,30,0.0,4818,-53965.0,-11.200705687007057,-5.0,0.4850560398505604,0.4396943719036878,-1.904915912031048,1546,-3.2755581668625147,1702,-28.945859872611464,1570,-45445.0,-135500.0,51475.0,1,7
YM,6,30,2.0,4824,-72395.0,-15.007255389718077,-55.0,0.1788971807628524,0.05347434651826542,-15.90380890897353,1549,-11.233118027011157,1703,-18.212468193384225,1572,-28630.0,-105755.0,32440.0,2,7
YM,6,30,4.0,4822,-63525.0,-13.173994193280796,-75.0,0.3166735794276234,0.1515949727367281,-11.750645994832041,1548,-9.0951821386604,1702,-18.99173027989822,1572,-29855.0,-118300.0,34860.0,2,7
YM,6,30,6.0,4822,-74885.0,-15.529863127333057,-75.0,0.39858979676482786,0.19015825407792666,-9.250645994832041,1548,-10.105757931844888,1702,-27.58587786259542,1572,-43365.0,-132690.0,47265.0,1,7
YM,6,30,10.0,4819,-51965.0,-10.783357543058726,-15.0,0.468769454243619,0.3714886163213739,-4.915966386554622,1547,-5.308460634547591,1702,-22.5,1570,-35325.0,-125380.0,43085.0,1,7
YM,6,60,0.0,4810,-31530.0,-6.555093555093555,-2.5,0.49230769230769234,0.5501351653479776,4.961064243997404,1541,-4.48559670781893,1701,-20.117984693877553,1568,-31545.0,-147785.0,45475.0,2,7
YM,6,60,2.0,4824,-77910.0,-16.15049751243781,-60.0,0.14324212271973466,0.06648245344266028,-14.247901872175596,1549,-12.709923664122137,1703,-21.752544529262085,1572,-34195.0,-122350.0,38710.0,2,7
YM,6,60,4.0,4822,-72380.0,-15.010369141435088,-85.0,0.26503525508087933,0.14433643680398864,-11.527777777777779,1548,-13.296122209165688,1702,-20.295801526717558,1572,-31905.0,-140785.0,35080.0,2,7
YM,6,60,6.0,4822,-79615.0,-16.51078390709249,-105.0,0.3542098714226462,0.17523218358642123,-9.748062015503876,1548,-10.699177438307872,1702,-29.462468193384225,1572,-46315.0,-157630.0,53720.0,1,7
YM,6,60,10.0,4815,-43895.0,-9.116303219106957,-40.0,0.45067497403946,0.3892908020585402,-2.9792746113989637,1544,-8.18448883666275,1702,-16.166347992351817,1569,-25365.0,-141510.0,43755.0,2,7
YM,6,120,0.0,4798,990.0,0.2063359733222176,5.0,0.5056273447269696,0.7139774250274957,10.657980456026058,1535,9.1,1700,-19.731285988483684,1563,-30840.0,-184035.0,56730.0,2,7
YM,6,120,2.0,4822,-76215.0,-15.805682289506429,-60.0,0.11696391538780589,0.11374803682971693,-11.469638242894057,1548,-11.617733411626542,1703,-24.618077657542965,1571,-38675.0,-142130.0,48375.0,3,7
YM,6,120,4.0,4820,-46850.0,-9.719917012448132,-95.0,0.22427385892116183,0.28591527647591297,-7.259211376858436,1547,-6.380728554641598,1702,-15.760661998726926,1571,-24760.0,-164520.0,32785.0,2,7
YM,6,120,6.0,4818,-47735.0,-9.90763802407638,-105.0,0.3107098381070984,0.31658351659510864,-4.621604139715394,1546,-4.294532627865961,1701,-21.187141947803948,1571,-33285.0,-181040.0,49080.0,1,7
YM,6,120,10.0,4809,-19710.0,-4.098565190268247,-115.0,0.42503639010189226,0.4693613319553935,-1.1867704280155642,1542,-0.6055261610817166,1701,-10.759897828863346,1566,-16850.0,-168085.0,45185.0,3,7
YM,7,30,0.0,4825,-67820.0,-14.055958549222797,-10.0,0.4812435233160622,0.3315030780755063,-6.970967741935484,1550,-3.161290322580645,1705,-32.882165605095544,1570,-51625.0,-138880.0,55465.0,2,7
YM,7,30,2.0,4832,-75690.0,-15.66432119205298,-55.0,0.19039735099337748,0.09742161937226493,-12.958789439793946,1553,-10.518757327080891,1706,-23.916083916083917,1573,-37620.0,-116410.0,43085.0,1,7
YM,7,30,4.0,4830,-76715.0,-15.883022774327122,-75.0,0.3267080745341615,0.15783776941293848,-10.09014810045074,1553,-6.653958944281525,1705,-31.615776081424936,1572,-49700.0,-135690.0,51165.0,1,7
YM,7,30,6.0,4830,-80100.0,-16.58385093167702,-75.0,0.4070393374741201,0.18108415603182204,-8.921442369607211,1553,-7.768328445747801,1705,-33.71501272264631,1572,-53000.0,-140230.0,55355.0,1,7
YM,7,30,10.0,4826,-63370.0,-13.130957314546208,-15.0,0.4697472026523,0.3455599578962441,-6.166989039329465,1551,-4.777126099706745,1705,-29.0828025477707,1570,-45660.0,-132915.0,48635.0,1,7
YM,7,60,0.0,4818,-42745.0,-8.871938563719386,-5.0,0.49024491490244915,0.48455025453065004,3.2309184993531694,1546,-1.517018779342723,1704,-28.79783163265306,1568,-45155.0,-163370.0,51190.0,3,7
YM,7,60,2.0,4832,-79440.0,-16.44039735099338,-60.0,0.15169701986754966,0.12351900557806061,-10.972311654861558,1553,-12.23915592028136,1706,-26.395422759059123,1573,-41520.0,-133320.0,43380.0,1,7
YM,7,60,4.0,4830,-77420.0,-16.028985507246375,-95.0,0.27639751552795033,0.1809883592153688,-10.025756600128783,1553,-7.706744868035191,1705,-30.986005089058523,1572,-48710.0,-157690.0,51170.0,2,7
YM,7,60,6.0,4829,-67520.0,-13.982190929799131,-105.0,0.3690205011389522,0.23492732803388644,-5.499034127495171,1553,-7.973607038123167,1705,-28.88924252068746,1571,-45385.0,-159480.0,49400.0,1,7
YM,7,60,10.0,4823,-48765.0,-10.110926809040016,-35.0,0.4575990047688161,0.416829471082594,-1.3524854744996773,1549,-5.390029325513196,1705,-23.887826641172722,1569,-37480.0,-155505.0,43345.0,1,7
YM,7,120,0.0,4806,-33275.0,-6.923637120266334,0.0,0.49667082813150226,0.531326320307936,6.7272727272727275,1540,9.56253669994128,1703,-38.33653230966091,1563,-59920.0,-206625.0,75230.0,2,7
YM,7,120,2.0,4830,-67765.0,-14.030020703933747,-65.0,0.1227743271221532,0.16459403165427844,-10.038659793814434,1552,-8.162368112543962,1706,-24.338422391857506,1572,-38260.0,-149205.0,39845.0,2,7
YM,7,120,4.0,4828,-59890.0,-12.404722452361225,-95.0,0.23032311516155757,0.20623892726908666,-8.524484536082474,1552,-4.24633431085044,1705,-25.092297899427116,1571,-39420.0,-175485.0,43175.0,2,7
YM,7,120,6.0,4825,-56130.0,-11.633160621761657,-105.0,0.3170984455958549,0.2578528139221649,-3.65892972275951,1551,-3.7529342723004695,1704,-28.063694267515924,1570,-44060.0,-184915.0,52540.0,1,7
YM,7,120,10.0,4816,-47085.0,-9.776785714285714,-100.0,0.42566445182724255,0.3813657080903881,-3.5672703751617076,1546,-0.25528169014084506,1704,-26.267560664112388,1566,-41135.0,-185920.0,48605.0,1,7
YM,8,30,0.0,4835,-68850.0,-14.239917269906929,-10.0,0.47983453981385726,0.3382951263630924,-5.134874759152216,1557,-7.371194379391101,1708,-30.74203821656051,1570,-48265.0,-134140.0,51525.0,1,7
YM,8,30,2.0,4840,-92150.0,-19.039256198347108,-57.5,0.1952479338842975,0.06881387686038534,-9.926234765875561,1559,-11.228788765359859,1709,-36.56806615776082,1572,-57485.0,-130775.0,58475.0,0,7
YM,8,30,4.0,4837,-72175.0,-14.921438908414306,-75.0,0.3417407483977672,0.19392659741330284,-7.264271969211033,1559,-10.755269320843091,1708,-27.05732484076433,1570,-42480.0,-126015.0,45150.0,1,7
YM,8,30,6.0,4837,-72915.0,-15.07442629729171,-65.0,0.4190614016952657,0.26139666712504517,-6.754329698524695,1559,-9.227166276346605,1708,-29.697452229299362,1570,-46625.0,-132225.0,49345.0,0,7
YM,8,30,10.0,4835,-65105.0,-13.46535677352637,-15.0,0.47135470527404344,0.3188991743221382,-5.157353885677585,1557,-8.644613583138174,1708,-26.94904458598726,1570,-42310.0,-128185.0,44280.0,1,7
YM,8,60,0.0,4828,-77485.0,-16.049088649544323,-10.0,0.48218724109362054,0.3860770544138789,0.22537025112685125,1553,-9.045108377270065,1707,-39.79272959183673,1568,-62395.0,-178590.0,69205.0,1,7
YM,8,60,2.0,4840,-96085.0,-19.852272727272727,-65.0,0.15537190082644628,0.08773717846268496,-9.59589480436177,1559,-12.009947337624341,1709,-38.54961832061068,1572,-60600.0,-150350.0,62340.0,0,7
YM,8,60,4.0,4836,-86315.0,-17.848428453267164,-95.0,0.28515301902398676,0.1489852033812179,-9.371391917896087,1559,-15.857728337236534,1708,-28.438495857233907,1569,-44620.0,-153270.0,48480.0,1,7
YM,8,60,6.0,4834,-80765.0,-16.707695490277203,-105.0,0.3746379809681423,0.25039431045832156,-4.691714836223507,1557,-13.272833723653395,1708,-32.37093690248566,1569,-50790.0,-163990.0,56350.0,0,7
YM,8,60,10.0,4831,-70790.0,-14.653280894224798,-30.0,0.45601324777478786,0.3120734629713382,-3.935006435006435,1554,-12.505854800936769,1708,-27.606755895474826,1569,-43315.0,-159130.0,48820.0,1,7
YM,8,120,0.0,4816,-43840.0,-9.102990033222591,5.0,0.5002076411960132,0.5484510269513161,6.095669036845507,1547,1.4595545134818289,1706,-35.67498400511836,1563,-55760.0,-205285.0,66705.0,1,7
YM,8,120,2.0,4839,-80450.0,-16.62533581318454,-65.0,0.12874560859681752,0.17235091007486836,-8.138639281129654,1558,-6.430661205383265,1709,-36.11959287531807,1572,-56780.0,-161945.0,60435.0,0,7
YM,8,120,4.0,4834,-57780.0,-11.9528340918494,-95.0,0.24389739346297062,0.27823999339615624,-6.456996148908858,1558,-11.545667447306792,1708,-17.857142857142858,1568,-28000.0,-164275.0,33255.0,1,7
YM,8,120,6.0,4831,-61425.0,-12.714758849099566,-105.0,0.3297453943282964,0.31843526282250934,-1.8669665809768639,1556,-8.661394258933802,1707,-27.8922193877551,1568,-43735.0,-187090.0,50500.0,0,7
YM,8,120,10.0,4825,-43290.0,-8.972020725388601,-80.0,0.4358549222797927,0.392731786373394,-3.8337628865979383,1552,-6.045694200351494,1707,-17.254150702426564,1566,-27020.0,-175665.0,41685.0,2,7
YM,9,30,0.0,4842,-94730.0,-19.56422965716646,-10.0,0.4750103263114416,0.2041225467577186,-0.11523687580025609,1562,-12.760233918128655,1710,-46.32484076433121,1570,-72730.0,-158425.0,75780.0,0,7
YM,9,30,2.0,4847,-79285.0,-16.357540746853726,-60.0,0.211677326181143,0.129148921591911,-5.786445012787723,1564,-12.260233918128655,1710,-31.322314049586776,1573,-49270.0,-123610.0,49840.0,1,7
YM,9,30,4.0,4846,-72675.0,-14.996904663640116,-75.0,0.35286834502682624,0.22255697714771025,-3.452685421994885,1564,-12.511695906432749,1710,-29.185750636132315,1572,-45880.0,-130320.0,47110.0,1,7
YM,9,30,6.0,4845,-83375.0,-17.20846233230134,-55.0,0.42270381836945303,0.20419814785259507,-2.877237851662404,1564,-12.324561403508772,1710,-36.791852323360914,1571,-57800.0,-142785.0,60495.0,1,7
YM,9,30,10.0,4844,-97005.0,-20.025805119735754,-15.0,0.467382328654005,0.1831562774837499,-1.3563659628918745,1563,-13.517543859649123,1710,-45.68427753023552,1571,-71770.0,-157465.0,74425.0,0,7
YM,9,60,0.0,4836,-88480.0,-18.296112489660878,-10.0,0.4807692307692308,0.28071888954349866,5.137997432605905,1558,-12.636044470450555,1709,-47.73103887826641,1569,-74890.0,-190845.0,80290.0,0,7
YM,9,60,2.0,4847,-84320.0,-17.39632762533526,-65.0,0.1695894367650093,0.16266118731564996,-5.732097186700767,1564,-12.371345029239766,1710,-34.45645263827082,1573,-54200.0,-144380.0,55795.0,0,7
YM,9,60,4.0,4846,-71295.0,-14.712133718530747,-95.0,0.30581923235658276,0.2747499276345131,-2.15153452685422,1564,-12.900584795321638,1710,-29.1793893129771,1572,-45870.0,-155580.0,47470.0,0,7
YM,9,60,6.0,4842,-83970.0,-17.34200743494424,-105.0,0.38248657579512596,0.21629929978659404,-1.2612035851472472,1562,-15.31578947368421,1710,-35.547770700636946,1570,-55810.0,-169845.0,59815.0,0,7
YM,9,60,10.0,4841,-100100.0,-20.677545961578186,-30.0,0.4552778351580252,0.19128457049030706,-0.9961563100576554,1561,-15.08187134502924,1710,-46.34076433121019,1570,-72755.0,-188295.0,76455.0,0,7
YM,9,120,0.0,4824,-72440.0,-15.016583747927031,0.0,0.49398839137645106,0.4124157371121263,10.157860824742269,1552,-3.6094847775175642,1708,-52.45524296675192,1564,-82040.0,-227250.0,89310.0,2,7
YM,9,120,2.0,4845,-72705.0,-15.006191950464396,-65.0,0.1386996904024768,0.2036748022435657,-3.784388995521433,1563,-11.26608187134503,1710,-30.232188295165393,1572,-47525.0,-158380.0,50925.0,1,7
YM,9,120,4.0,4844,-57380.0,-11.84558216350124,-95.0,0.2580511973575557,0.33390994010149133,-1.7370441458733206,1563,-8.87719298245614,1710,-25.13367281985996,1571,-39485.0,-174785.0,43220.0,0,7
YM,9,120,6.0,4838,-62360.0,-12.889623811492353,-110.0,0.34042992972302605,0.3075828592678246,-0.7339743589743589,1560,-9.997074312463429,1709,-28.126195028680687,1569,-44130.0,-186735.0,49445.0,1,7
YM,9,120,10.0,4832,-73790.0,-15.271109271523178,-70.0,0.4366721854304636,0.3097618431572989,-1.102185089974293,1556,-9.174956114686951,1709,-35.98915124441608,1567,-56395.0,-200390.0,60270.0,1,7
YM,10,30,0.0,4850,-78585.0,-16.203092783505156,-5.0,0.47876288659793814,0.2215016172615828,-2.966155810983397,1566,-5.399649941656943,1714,-41.20063694267516,1570,-64685.0,-152965.0,66300.0,1,7
YM,10,30,2.0,4858,-86465.0,-17.79847673939893,-60.0,0.21963771099217785,0.06248602416419503,-5.366475462077757,1569,-14.408163265306122,1715,-33.88500635324015,1574,-53335.0,-128675.0,55780.0,0,7
YM,10,30,4.0,4856,-63870.0,-13.152800658978583,-75.0,0.36593904448105435,0.1935359019436795,-6.98534098151689,1569,-11.192419825072886,1715,-21.447201017811704,1572,-33715.0,-119935.0,36720.0,1,7
YM,10,30,6.0,4855,-70705.0,-14.563336766220392,-45.0,0.43522142121524204,0.21204371078005874,-5.054174633524538,1569,-7.1820303383897315,1714,-32.10241730279898,1572,-50465.0,-138595.0,52505.0,0,7
YM,10,30,10.0,4853,-79565.0,-16.395013393777045,-10.0,0.4735215330723264,0.19255672017020986,-4.661989795918367,1568,-7.4533255542590435,1714,-37.86123488224061,1571,-59480.0,-147760.0,60715.0,0,7
YM,10,60,0.0,4845,-75875.0,-15.66047471620227,-10.0,0.4821465428276574,0.2822768524277637,-2.2072936660268714,1563,-6.325160537069468,1713,-39.25430210325048,1569,-61590.0,-179800.0,66700.0,0,7
YM,10,60,2.0,4858,-87840.0,-18.081515026759984,-65.0,0.1762041992589543,0.08394844496894575,-4.620777565328234,1569,-15.784256559766764,1715,-34.00254129606099,1574,-53520.0,-148130.0,57555.0,0,7
YM,10,60,4.0,4856,-72025.0,-14.832166392092256,-95.0,0.313838550247117,0.20155766948663048,-6.95666029318037,1569,-14.224489795918368,1715,-23.35559796437659,1572,-36715.0,-147005.0,41880.0,1,7
YM,10,60,6.0,4854,-80935.0,-16.673877214668316,-100.0,0.3967861557478368,0.21145930099210672,-5.7270408163265305,1568,-10.478413068844807,1714,-34.34796437659033,1572,-53995.0,-170525.0,58540.0,1,7
YM,10,60,10.0,4851,-89540.0,-18.458049886621314,-25.0,0.46155431869717584,0.16549025155736435,-7.15698787492023,1567,-11.067677946324388,1714,-37.80573248407644,1570,-59355.0,-177225.0,62725.0,0,7
YM,10,120,0.0,4833,-48365.0,-10.007241878750259,-5.0,0.4928615766604593,0.4500649407861743,4.023763648041105,1557,0.6980140186915887,1712,-35.69373401534527,1564,-55825.0,-203890.0,66000.0,2,7
YM,10,120,2.0,4856,-75375.0,-15.522034596375617,-65.0,0.14085667215815487,0.1422098297586315,-2.391581632653061,1568,-13.833819241982507,1715,-30.45136681500318,1573,-47900.0,-165175.0,53880.0,0,7
YM,10,120,4.0,4852,-55880.0,-11.516900247320692,-95.0,0.2648392415498763,0.2877985025940465,-5.851946394384173,1567,-10.463556851311953,1715,-18.321656050955415,1570,-28765.0,-166420.0,32790.0,1,7
YM,10,120,6.0,4849,-58890.0,-12.144772117962466,-115.0,0.3503815219632914,0.3295393130511552,-4.051724137931035,1566,-6.971995332555426,1714,-25.87316762268961,1569,-40595.0,-183640.0,48480.0,2,7
YM,10,120,10.0,4843,-56875.0,-11.743753871567211,-60.0,0.444559157546975,0.3058510690731691,-7.09079283887468,1564,-4.845300642148278,1713,-23.936781609195403,1566,-37485.0,-184360.0,41575.0,2,7
YM,11,30,0.0,4860,-107455.0,-22.11008230452675,-15.0,0.46502057613168724,0.07943642837920666,-4.022222222222222,1575,-14.46064139941691,1715,-48.611464968152866,1570,-76320.0,-161105.0,77890.0,0,7
YM,11,30,2.0,4867,-81935.0,-16.834805835216766,-65.0,0.2190260941031436,-0.003969523802246045,-12.782002534854247,1578,-16.28205128205128,1716,-21.503496503496503,1573,-33825.0,-112770.0,34280.0,1,7
YM,11,30,4.0,4865,-85535.0,-17.581706063720453,-75.0,0.36526207605344296,0.06180085671482595,-8.268864933417882,1577,-19.638694638694638,1716,-24.678753180661577,1572,-38795.0,-123215.0,42375.0,2,7
YM,11,30,6.0,4863,-86545.0,-17.796627596134073,-40.0,0.43039276166975116,0.09014887127221366,-6.848446417247939,1577,-15.01457725947522,1715,-31.823679185232336,1571,-49995.0,-134735.0,51880.0,0,7
YM,11,30,10.0,4862,-107340.0,-22.077334430275606,-20.0,0.46133278486219664,0.048789804581360466,-5.5139593908629445,1576,-15.842565597667638,1715,-45.49968173138129,1571,-71480.0,-156265.0,72460.0,0,7
YM,11,60,0.0,4855,-98845.0,-20.359423274974255,-15.0,0.47312049433573633,0.10731916425758763,-4.373409669211196,1572,-16.20478413068845,1714,-40.91459528362014,1569,-64195.0,-180545.0,67675.0,1,7
YM,11,60,2.0,4867,-84030.0,-17.265255804396958,-65.0,0.17546743373741525,0.011125096138728646,-13.190747782002536,1578,-16.928904428904428,1716,-21.719643992371264,1573,-34165.0,-133715.0,35925.0,2,7
YM,11,60,4.0,4863,-82275.0,-16.918568784700803,-95.0,0.31503187332922067,0.050136940509992,-8.394670050761421,1576,-24.192890442890445,1716,-17.523870146403564,1571,-27530.0,-139895.0,31480.0,2,7
YM,11,60,6.0,4861,-86625.0,-17.82040732359597,-95.0,0.39518617568401565,0.0619792061359007,-8.182106598984772,1576,-20.364431486880466,1715,-24.71656050955414,1570,-38805.0,-154735.0,41495.0,2,7
YM,11,60,10.0,4860,-99350.0,-20.44238683127572,-25.0,0.45637860082304527,0.03948854441726227,-8.733333333333333,1575,-19.886297376093296,1715,-32.796178343949045,1570,-51490.0,-167840.0,54305.0,1,7
YM,11,120,0.0,4843,-67840.0,-14.007846376213092,-10.0,0.4866818087962007,0.2582486173151494,-0.9514687100893997,1566,-2.3029772329246936,1713,-39.900895140664964,1564,-62405.0,-209040.0,80495.0,2,7
YM,11,120,2.0,4863,-82310.0,-16.925765988073206,-70.0,0.14250462677359654,0.052769714896872474,-11.430837563451776,1576,-15.812937062937063,1716,-23.653723742838956,1571,-37160.0,-155145.0,39375.0,2,7
YM,11,120,4.0,4858,-62415.0,-12.847879785920131,-105.0,0.27109921778509677,0.14926709681902905,-6.1118170266836085,1574,-21.01981351981352,1716,-10.666454081632653,1568,-16725.0,-157235.0,28780.0,3,7
YM,11,120,6.0,4853,-53530.0,-11.030290541932825,-120.0,0.36080774778487534,0.19557341006427947,-7.321882951653944,1572,-14.020408163265307,1715,-11.478288633461048,1566,-17975.0,-163555.0,28030.0,3,7
YM,11,120,10.0,4851,-67595.0,-13.934240362811792,-50.0,0.44774273345701915,0.15587331441455943,-11.502227880330999,1571,-8.310968494749124,1714,-22.528735632183906,1566,-35280.0,-181915.0,53645.0,3,7
YM,12,30,0.0,4865,-92930.0,-19.10174717368962,-15.0,0.46536485097636177,0.08923716898438351,-3.3860759493670884,1580,-17.708454810495628,1715,-36.439490445859875,1570,-57210.0,-144950.0,63930.0,1,7
YM,12,30,2.0,4874,-68340.0,-14.021337710299548,-65.0,0.2377923676651621,0.060405848448903156,-11.136363636363637,1584,-17.36013986013986,1716,-13.284625158831004,1574,-20910.0,-103100.0,26750.0,2,7
YM,12,30,4.0,4872,-90875.0,-18.652504105090312,-75.0,0.3727422003284072,0.015756099373666847,-9.029709228824274,1582,-22.138694638694638,1716,-24.52350698856417,1574,-38600.0,-125980.0,47235.0,2,7
YM,12,30,6.0,4867,-82515.0,-16.953975755085267,-35.0,0.4394904458598726,0.05896384312554004,-6.61188369152971,1582,-19.253644314868804,1715,-24.863057324840764,1570,-39035.0,-126720.0,47205.0,2,7
